Material Name,Symbol,Category,Phase,t_min (K),t_max (K),A,B,C,D,Max Fit Error (%),R²,Molecular Weight (g/mol),NASA Species (ref),Reference Code,Source / Notes
MgH2,MgH2,Other technologically relevant materials,b,400,600,193.495317,-1002.384736,2098.149442,-1394.906681,0.324,0.99965,26.3209,MgH2(b),tpis96,"Beta,tetragonal. Gurvich,1996a pt1 p402 pt2 p321."
MgH2,MgH2,Other technologically relevant materials,L,600,6000,74.999573,0,0,0,0,1,26.3209,MgH2(L),tpis96,"Liquid. Gurvich,1996a pt1 p402 pt2 p321."
MgI2,MgI2,Other technologically relevant materials,cr,298.15,906,68.939607,18.563894,0,0,0,1,278.1139,MgI2(cr),tpis96,"Hexagonal. Gurvich,1996a pt1 p422 pt2 p335."
MgI2,MgI2,Other technologically relevant materials,L,906,6000,99.99943,0,0,0,0,1,278.1139,MgI2(L),tpis96,"Liquid. Gurvich,1996a pt1 p422 pt2 p335."
MgO,MgO,Refractories,cr,200,500,-20.980358,352.541458,-658.749524,439.865663,0.085,0.99999,40.3044,MgO(cr),tpis96,"Cubic Gurvich,1996a pt1 p397 pt2 p317."
MgO,MgO,Refractories,cr,500,3100,38.828688,18.737044,-8.588724,1.735755,1.553,0.99908,40.3044,MgO(cr),tpis96,"Cubic Gurvich,1996a pt1 p397 pt2 p317."
MgO,MgO,Refractories,L,3100,6000,83.999521,0,0,0,0,1,40.3044,MgO(L),tpis96,"Liquid Gurvich,1996a pt1 p397 pt2 p317."
Mg(OH)2,Mg(OH)2,Other technologically relevant materials,cr,200,500,3.361278,315.315697,-197.860778,-97.326902,1.29,0.99979,58.3197,Mg(OH)2(cr),tpis96,"Hexagonal. Gurvich,1996a pt1 p405 pt2 p323."
Mg(OH)2,Mg(OH)2,Other technologically relevant materials,cr,500,1000,50.248675,155.052485,-138.455354,49.042132,0.175,0.99993,58.3197,Mg(OH)2(cr),tpis96,"Hexagonal. Gurvich,1996a pt1 p405 pt2 p323."
Mg(OH)2,Mg(OH)2,Other technologically relevant materials,L,1100,6000,95.864143,21.200138,-0.676931,0.052251,0.267,0.99999,58.3197,Mg(OH)2(L),tpis96,"Liquid. Gurvich,1996a pt1 p405 pt2 p323."
MgS,MgS,Other technologically relevant materials,cr,200,500,6.978506,270.691778,-623.966034,502.707463,0.351,0.99875,56.37,MgS(cr),tpis96,"Cubic. Gurvich,1996a pt1 p424 pt2 p337."
MgS,MgS,Other technologically relevant materials,cr,500,2500,43.5388,11.967077,-1.767824,0.322249,0.247,0.99997,56.37,MgS(cr),tpis96,"Cubic. Gurvich,1996a pt1 p424 pt2 p337."
MgS,MgS,Other technologically relevant materials,L,2500,6000,66.999618,0,0,0,0,1,56.37,MgS(L),tpis96,"Liquid. Gurvich,1996a pt1 p424 pt2 p337."
MgSO4,MgSO4,Other technologically relevant materials,II,200,500,-37.439394,829.019028,-1642.0242,1224.084023,1.069,0.99978,120.3676,MgSO4(II),tpis96,"CrII,rhombic. Gurvich,1996a pt1 p426 pt2 p339."
MgSO4,MgSO4,Other technologically relevant materials,II,500,1283,66.477945,132.612959,-59.231598,11.904993,0.103,0.99999,120.3676,MgSO4(II),tpis96,"CrII,rhombic. Gurvich,1996a pt1 p426 pt2 p339."
MgSO4,MgSO4,Other technologically relevant materials,I,1283,1410,154.999117,0,0,0,0,1,120.3676,MgSO4(I),tpis96,"CrI,rhombic. Gurvich,1996a pt1 p426 pt2 p339."
MgSO4,MgSO4,Other technologically relevant materials,L,1410,6000,154.999117,0,0,0,0,1,120.3676,MgSO4(L),tpis96,"Liquid. Gurvich,1996a pt1 p426 pt2 p339."
MgSiO3,MgSiO3,Refractories,I,200,903,-2.475226,422.996159,-563.603304,273.267506,3.577,0.99777,100.3887,MgSiO3(I),j12/67,"Chase,1998 pp1540-2."
MgSiO3,MgSiO3,Refractories,II,903,1258,120.339522,0,0,0,0,1,100.3887,MgSiO3(II),j12/67,"Chase,1998 pp1540-2."
MgSiO3,MgSiO3,Refractories,III,1258,1850,122.43151,0,0,0,0,1,100.3887,MgSiO3(III),j12/67,"Chase,1998 pp1540-2."
MgSiO3,MgSiO3,Refractories,L,1850,6000,146.439165,0,0,0,0,1,100.3887,MgSiO3(L),j12/67,"Chase,1998 pp1540-2."
MgTiO3,MgTiO3,Ceramics,cr,200,700,-17.436556,595.72605,-929.117258,521.098551,1.239,0.99948,120.1702,MgTiO3(cr),j,"Chase,1998 pp1543-5."
MgTiO3,MgTiO3,Ceramics,cr,700,1953,91.15502,63.977516,-31.93784,6.685492,0.189,0.99987,120.1702,MgTiO3(cr),j,"Chase,1998 pp1543-5."
MgTiO3,MgTiO3,Ceramics,L,1953,6000,163.17507,0,0,0,0,1,120.1702,MgTiO3(L),j,"Chase,1998 pp1543-5."
MgTi2O5,MgTi2O5,Ceramics,cr,200,800,-4.771428,802.580952,-1190.830318,630.666273,2.38,0.99821,200.036,MgTi2O5(cr),g11/00,"Todd,1952. Chase,1998 pp1550-1552 6/67."
MgTi2O5,MgTi2O5,Ceramics,cr,800,1963,147.904879,74.446802,-20.424448,3.887742,0.053,0.99999,200.036,MgTi2O5(cr),g11/00,"Todd,1952. Chase,1998 pp1550-1552 6/67."
MgTi2O5,MgTi2O5,Ceramics,L,1963,6000,261.080112,0,0,0,0,1,200.036,MgTi2O5(L),g11/00,"Todd,1952. Chase,1998 pp1550-1552 6/67."
Mg2SiO4,Mg2SiO4,Refractories,cr,200,800,-18.703037,714.071997,-1014.837571,518.193448,1.767,0.99915,140.6931,Mg2SiO4(cr),g11/00,"Chase,1998 pp1556-8 12/67."
Mg2SiO4,Mg2SiO4,Refractories,cr,800,2171,122.7506,75.155501,-28.312561,4.913795,0.124,0.99996,140.6931,Mg2SiO4(cr),g11/00,"Chase,1998 pp1556-8 12/67."
Mg2SiO4,Mg2SiO4,Refractories,L,2170,6000,205.014832,0,0,0,0,1,140.6931,Mg2SiO4(L),g11/00,"Chase,1998 pp1556-8 12/67"
Mg2TiO4,Mg2TiO4,Ceramics,cr,200,800,-14.385146,758.351199,-1129.749429,599.95941,2.734,0.99817,160.4746,Mg2TiO4(cr),g11/00,"Chase,1998 pp1559-61 6/67."
Mg2TiO4,Mg2TiO4,Ceramics,cr,800,2013,129.109131,69.711252,-17.95671,2.772338,0.056,1,160.4746,Mg2TiO4(cr),g11/00,"Chase,1998 pp1559-61 6/67."
Mg2TiO4,Mg2TiO4,Ceramics,L,2013,6000,228.445098,0,0,0,0,1,160.4746,Mg2TiO4(L),g11/00,"Chase,1998 pp1559-61 6/67."
Mg3N2,Mg3N2,Ceramics,cr,298.15,1010.88,24.694815,336.575537,-399.801635,165.482766,2.002,0.99702,100.9284,Mg3N2(cr),tpis96,"Cubic. Gurvich,1996a pt1 p427 pt2 p340."
Mg3N2,Mg3N2,Ceramics,cr,1010.88,1723.61,104.520552,32.50227,-13.282897,2.599427,0.008,1,100.9284,Mg3N2(cr),tpis96,"Cubic. Gurvich,1996a pt1 p427 pt2 p340."
Mg3N2,Mg3N2,Ceramics,cr,1723.61,3149.07,115.337185,12.952947,-1.35955,0.149444,0.004,1,100.9284,Mg3N2(cr),tpis96,"Cubic. Gurvich,1996a pt1 p427 pt2 p340."
Mg3N2,Mg3N2,Ceramics,cr,3149.07,6000,118.992621,9.279144,-0.11169,0.006543,0.001,1,100.9284,Mg3N2(cr),tpis96,"Cubic. Gurvich,1996a pt1 p427 pt2 p340."
Manganese,Mn,Metals and alloys,a,200,980,15.477314,48.055618,-47.27032,21.833778,1.35,0.99955,54.938,Mn(a),j,"Alpha. Ref-Elm. Chase,1998 pp1571-4."
Manganese,Mn,Metals and alloys,b,980,1361,27.460293,19.730715,-13.167507,3.68456,0.124,0.99938,54.938,Mn(b),j,"Beta. Ref-Elm. Chase,1998 pp1571-4."
Manganese,Mn,Metals and alloys,c,1361,1412,-135.812637,319.387879,-187.049164,35.975909,0,1,54.938,Mn(c),j,"Gamma. Ref-Elm. Chase,1998 pp1571-4."
Manganese,Mn,Metals and alloys,d,1412,1519,-81.783418,210.972954,-115.347168,20.99027,0,1,54.938,Mn(d),j,"Delta. Ref-Elm. Chase,1998 pp1571-4."
Manganese,Mn,Metals and alloys,L,1519,6000,46.023738,0,0,0,0,1,54.938,Mn(L),j,"Liquid. Ref-Elm. Chase,1998 pp1571-4."
Molybdenum,Mo,Metals and alloys,cr,200,1000,16.435372,35.701373,-43.186659,19.559003,2.314,0.9963,95.94,Mo(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1577-80."
Molybdenum,Mo,Metals and alloys,cr,1000,2200,25.438916,1.280054,1.124284,0.519843,0.021,1,95.94,Mo(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1577-80."
Molybdenum,Mo,Metals and alloys,cr,2200,2896,-223.385058,323.931532,-138.269175,20.584246,0.362,0.99985,95.94,Mo(cr),j,"Crystal. Ref-Elm. Chase,1998 pp1577-80."
Molybdenum,Mo,Metals and alloys,L,2896,6000,37.655785,0,0,0,0,1,95.94,Mo(L),j,"Liquid. Ref-Elm. Chase,1998 pp1577-80."
MoO2,MoO2,Ceramics,cr,200,500,-9.44508,341.846162,-473.098693,210.153021,0.851,0.99968,127.9388,MoO2(cr),tpis82,"Monoclinic. Gurvich,1982 pt1 p27 pt2 p32."
MoO2,MoO2,Ceramics,cr,500,6000,67.520048,5.148914,7.86743,0.143233,3.537,0.99998,127.9388,MoO2(cr),tpis82,"Monoclinic. Gurvich,1982 pt1 p27 pt2 p32."
MoO3,MoO3,Ceramics,cr,200,500,-30.482925,699.58589,-1511.098069,1172.269855,1.67,0.99911,143.9382,MoO3(cr),tpis82,"Rhombic. Gurvich,1982 pt1 p30 pt2 p34."
MoO3,MoO3,Ceramics,cr,500,1075,58.609407,74.612719,-38.844589,13.242632,0.047,1,143.9382,MoO3(cr),tpis82,"Rhombic. Gurvich,1982 pt1 p30 pt2 p34."
MoO3,MoO3,Ceramics,L,1075,6000,126.999276,0,0,0,0,1,143.9382,MoO3(L),tpis82,"Liquid. Gurvich,1982 pt1 p30 pt2 p34."
NH4CL,NH4CL,Other technologically relevant materials,II,298.15,457.7,48.027355,15.240408,602.216475,-742.860132,0.028,1,53.4915,NH4CL(II),j,"Chase,1998 p765."
NH4CL,NH4CL,Other technologically relevant materials,III,457.7,1000,48.640069,46.744819,98.207323,-48.622291,0.288,0.99996,53.4915,NH4CL(III),j,"Chase,1998 p765."
NH4CL,NH4CL,Other technologically relevant materials,III,1000,1500,-90.583403,433.337293,-254.403364,55.947295,0.177,0.99994,53.4915,NH4CL(III),j,"Chase,1998 p765."
NH4F,NH4F,Other technologically relevant materials,cr,200,298.15,-0.310757,363.955852,-648.483383,556.110373,0.06,0.99999,37.0369,NH4F(cr),tpis89,"Hexagonal. Gurvich,1989 pt1 p388 pt2 p324."
NH4F,NH4F,Other technologically relevant materials,cr,298.15,511,12.999926,175.309001,0,0,0,1,37.0369,NH4F(cr),tpis89,"Hexagonal. Gurvich,1989 pt1 p388 pt2 p324."
NH4F,NH4F,Other technologically relevant materials,L,511,6000,112.999356,0,0,0,0,1,37.0369,NH4F(L),tpis89,"Liquid. Gurvich,1989 pt1 p388 pt2 p324."
Sodium,Na,Metals and alloys,cr,200,371.01,13.234111,135.971505,-507.045684,737.222936,0.178,0.99991,22.9898,Na(cr),coda89,"Cubic. Ref-Elm. Cox,1989 p254."
Sodium,Na,Metals and alloys,L,371.01,2300,37.172561,-17.737626,9.142876,0.224327,0.198,0.99999,22.9898,Na(L),coda89,"Liquid. Ref-Elm. Cox,1989 p254."
NaALO2,NaALO2,Ceramics,a,200,740,0.880236,386.063904,-576.101098,319.01572,1.226,0.99943,81.9701,NaALO2(a),j,"Alpha.Chase,1998 p131."
NaALO2,NaALO2,Ceramics,b,740,3000,88.05665,8.75769,7.252841,-1.855061,0.164,0.99996,81.9701,NaALO2(b),j,"Beta. Chase,1998 p131."
NaBO2,NaBO2,Ceramics,cr,200,500,10.510862,287.081834,-418.651751,265.808174,0.043,1,65.7996,NaBO2(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p357 pt2 p391."
NaBO2,NaBO2,Ceramics,cr,500,1239,37.953942,116.342887,-56.634073,5.245274,0.052,1,65.7996,NaBO2(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p357 pt2 p391."
NaBO2,NaBO2,Ceramics,L,1239,6000,144.999174,0,0,0,0,1,65.7996,NaBO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p357 pt2 p391."
NaBr,NaBr,Other technologically relevant materials,cr,200,500,31.485302,141.639022,-342.323279,303.337414,0.396,0.9972,102.8938,NaBr(cr),tpis82,"Cubic. Gurvich,1982 pt1 p340 pt2 p378."
NaBr,NaBr,Other technologically relevant materials,cr,500,1020,46.479902,13.054362,7.313332,-2.581232,0.01,1,102.8938,NaBr(cr),tpis82,"Cubic. Gurvich,1982 pt1 p340 pt2 p378."
NaBr,NaBr,Other technologically relevant materials,L,1020,6000,67.999612,0,0,0,0,1,102.8938,NaBr(L),tpis82,"Liquid. Gurvich,1982 pt1 p340 pt2 p378."
NaCN,NaCN,Other technologically relevant materials,II,197.7,245.9,-433.69129,6868.734771,-31772.283499,49824.756646,0.526,0.99801,49.0072,NaCN(II),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,II,245.9,273.1,-1654.309662,20801.066199,-84025.003239,114009.420628,0.316,0.99797,49.0072,NaCN(II),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,II,273.1,284.2,-185919.700129,2013644.789471,-7268088.250132,8746480.10601,0.01,1,49.0072,NaCN(II),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,II,284.2,286.3,1176170.469456,-10614595.566045,31033172.671647,-29011457.397715,0,1,49.0072,NaCN(II),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,II,286.3,287.7,90503381.103055,-857155202.193589,2675805446.739367,-2745488170.758255,0.001,1,49.0072,NaCN(II),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,II,287.7,288.5,-77743161.21705,746293121.09872,-2375080870.257462,2503798366.977815,0,1,49.0072,NaCN(II),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,III,288.5,290.4,46479122.62906,-398063210.10113,1088633851.460965,-926422677.412799,0,1,49.0072,NaCN(III),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,III,290.4,293.15,145703154.820795,-1486977939.898104,5058392368.951297,-5735782420.488902,0,1,49.0072,NaCN(III),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,III,293.15,835,69.035607,0,0,0,0,1,49.0072,NaCN(III),g,"Lambda trans@288.5K. Chase,1998(3/66) pp631-3. Messer,1941."
NaCN,NaCN,Other technologically relevant materials,L,835,6000,79.495547,0,0,0,0,1,49.0072,NaCN(L),g,"Chase,1998(3/66) pp631-3. Messer,1941."
NaCL,NaCL,Other technologically relevant materials,cr,200,500,22.328079,207.558093,-512.902657,447.230147,0.34,0.99682,58.4428,NaCL(cr),tpis82,"Cubic. Gurvich,1982 pt1 p335 pt2 p374."
NaCL,NaCL,Other technologically relevant materials,cr,500,1074,47.526413,6.124093,12.239216,-0.37291,0.002,1,58.4428,NaCL(cr),tpis82,"Cubic. Gurvich,1982 pt1 p335 pt2 p374."
NaCL,NaCL,Other technologically relevant materials,L,1074,6000,67.899613,0,0,0,0,1,58.4428,NaCL(L),tpis82,"Liquid. Gurvich,1982 pt1 p335 pt2 p374."
NaF,NaF,Other technologically relevant materials,cr,200,500,26.552036,81.977763,-26.911629,-62.624985,1.423,0.99825,41.9882,NaF(cr),tpis82,"Cubic. Gurvich,1982 pt1 p330 pt2 p370."
NaF,NaF,Other technologically relevant materials,cr,500,1269,45.541901,19.598857,-13.448381,9.658952,0.175,0.99996,41.9882,NaF(cr),tpis82,"Cubic. Gurvich,1982 pt1 p330 pt2 p370."
NaF,NaF,Other technologically relevant materials,L,1269,6000,70.099601,0,0,0,0,1,41.9882,NaF(L),tpis82,"Liquid. Gurvich,1982 pt1 p330 pt2 p370."
NaH,NaH,Other technologically relevant materials,cr,200,500,0.518101,186.172202,-272.032847,171.986592,0.092,0.99999,23.9977,NaH(cr),tpis82,"Cubic. Gurvich,1982 pt1 p324 pt2 p365."
NaH,NaH,Other technologically relevant materials,cr,500,911,20.47174,67.258631,-34.511205,13.099895,0.023,1,23.9977,NaH(cr),tpis82,"Cubic. Gurvich,1982 pt1 p324 pt2 p365."
NaH,NaH,Other technologically relevant materials,L,911,6000,55.999681,0,0,0,0,1,23.9977,NaH(L),tpis82,"Liquid. Gurvich,1982 pt1 p324 pt2 p365."
NaI,NaI,Other technologically relevant materials,cr,200,500,34.878453,123.850475,-307.647765,285.835061,0.402,0.99662,149.8942,NaI(cr),tpis82,"Cubic. Gurvich,1982 pt1 p343 pt2 p381."
NaI,NaI,Other technologically relevant materials,cr,500,934,47.008572,10.655822,15.484701,-5.785466,0.011,1,149.8942,NaI(cr),tpis82,"Cubic. Gurvich,1982 pt1 p343 pt2 p381."
NaI,NaI,Other technologically relevant materials,L,934,6000,66.999618,0,0,0,0,1,149.8942,NaI(L),tpis82,"Liquid. Gurvich,1982 pt1 p343 pt2 p381."
NaNO2,NaNO2,Other technologically relevant materials,I,298.15,400,510.713862,-3666.034536,9490.231679,-7257.368134,0.059,1,68.9953,NaNO2(I),tpis82,"Rhombic. Gurvich,1982 pt1 p350 pt2 p386."
NaNO2,NaNO2,Other technologically relevant materials,I,400,436.7,4505.978321,-16616.665303,0,34984.182636,0,1,68.9953,NaNO2(I),tpis82,"Rhombic. Gurvich,1982 pt1 p350 pt2 p386."
NaNO2,NaNO2,Other technologically relevant materials,I',436.7,557,132.999242,0,0,0,0,1,68.9953,NaNO2(I'),tpis82,"Rhombic. Gurvich,1982 pt1 p350 pt2 p386."
NaNO2,NaNO2,Other technologically relevant materials,L,557,6000,99.99943,0,0,0,0,1,68.9953,NaNO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p350 pt2 p386."
NaNO3,NaNO3,Other technologically relevant materials,a,200,500,-19.515621,818.790076,-2226.593218,2523.569845,3.227,0.99224,84.9947,NaNO3(a),tpis82,"Hexagonal. Gurvich,1982 pt1 p353 pt2 p388."
NaNO3,NaNO3,Other technologically relevant materials,a,500,549,222.88873,-1457.751692,2631.945001,0,0,1,84.9947,NaNO3(a),tpis82,"Hexagonal. Gurvich,1982 pt1 p353 pt2 p388."
NaNO3,NaNO3,Other technologically relevant materials,b,549,579.6,139.999202,0,0,0,0,1,84.9947,NaNO3(b),tpis82,"Hexagonal. Gurvich,1982 pt1 p353 pt2 p388."
NaNO3,NaNO3,Other technologically relevant materials,L,579.6,6000,140.999196,0,0,0,0,1,84.9947,NaNO3(L),tpis82,"Liquid. Gurvich,1982 pt1 p353 pt2 p388."
NaOH,NaOH,Other technologically relevant materials,a,100,298.15,-18.366849,628.08986,-1869.916504,2149.990167,0.538,0.99996,39.9971,NaOH(a),g,"Alpha. Gurvich,1996b."
NaOH,NaOH,Other technologically relevant materials,a,298.15,514,-223.690939,2248.835621,-5940.810754,5299.027377,0.651,0.99953,39.9971,NaOH(a),g,"Alpha. Gurvich,1996b."
NaOH,NaOH,Other technologically relevant materials,b,514,568,79.999544,0,0,0,0,1,39.9971,NaOH(b),g,"Beta. Gurvich,1996b."
NaOH,NaOH,Other technologically relevant materials,c,568,594,85.99951,0,0,0,0,1,39.9971,NaOH(c),g,"Gamma. Gurvich,1996b."
NaOH,NaOH,Other technologically relevant materials,L,594,1000,89.612489,-5.912966,0,0,0,1,39.9971,NaOH(L),g,"Liquid. Gurvich,1996b."
NaOH,NaOH,Other technologically relevant materials,L,1000,6000,83.699523,0,0,0,0,1,39.9971,NaOH(L),g,"Liquid. Gurvich,1996b."
NaO2,NaO2,Other technologically relevant materials,cr,223.3,825,62.701643,31.62282,0,0,0,1,54.9886,NaO2(cr),g10/99,"Cubic. Gurvich,1982 pt1 p319 pt2 p359.Chase,1998 p1646 6/63."
NaO2,NaO2,Other technologically relevant materials,L,825,6000,99.99943,0,0,0,0,1,54.9886,NaO2(L),g10/99,"Liq. Gurvich,1982 pt1 p319 pt2 p359.Chase,1998 p1646 6/63."
Na2CO3,Na2CO3,Other technologically relevant materials,a,200,623,45.587477,294.929225,-307.171064,227.874263,2.18,0.99964,105.9884,Na2CO3(a),tpis82,"Alpha,monoclinic. Gurvich,1982 pt1 p356 pt2 p390."
Na2CO3,Na2CO3,Other technologically relevant materials,b,623,752,64.117635,161.603079,0,0,0,1,105.9884,Na2CO3(b),tpis82,"Beta,monoclinic. Gurvich,1982 pt1 p356 pt2 p390."
Na2CO3,Na2CO3,Other technologically relevant materials,c,752,1131,36.83579,136.79922,0,0,0,1,105.9884,Na2CO3(c),tpis82,"Gamma,hexagonal. Gurvich,1982 pt1 p356 pt2 p390."
Na2CO3,Na2CO3,Other technologically relevant materials,L,1131,6000,194.998889,0,0,0,0,1,105.9884,Na2CO3(L),tpis82,"Liquid. Gurvich,1982 pt1 p356 pt2 p390."
Na2O,Na2O,Other technologically relevant materials,c,200,500,10.214552,388.50943,-837.738482,661.488333,0.275,0.99958,61.9789,Na2O(c),tpis82,"Gamma. Gurvich,1982 pt1 p320 pt2 p360."
Na2O,Na2O,Other technologically relevant materials,c,500,1023,57.608389,49.59643,-23.708589,8.356275,0.021,1,61.9789,Na2O(c),tpis82,"Gamma. Gurvich,1982 pt1 p320 pt2 p360."
Na2O,Na2O,Other technologically relevant materials,b,1023,1243,99.99943,0,0,0,0,1,61.9789,Na2O(b),tpis82,"Beta. Gurvich,1982 pt1 p320 pt2 p360."
Na2O,Na2O,Other technologically relevant materials,a,1243,1405,99.99943,0,0,0,0,1,61.9789,Na2O(a),tpis82,"Alpha. Gurvich,1982 pt1 p320 pt2 p360."
Na2O,Na2O,Other technologically relevant materials,L,1405,6000,99.99943,0,0,0,0,1,61.9789,Na2O(L),tpis82,"Liquid. Gurvich,1982 pt1 p320 pt2 p360."
Na2O2,Na2O2,Other technologically relevant materials,b,200,500,14.965158,450.247792,-861.306828,630.690609,0.396,0.99992,77.9783,Na2O2(b),tpis82,"Beta. Gurvich,1982 pt1 p323 pt2 p363."
Na2O2,Na2O2,Other technologically relevant materials,b,500,785,65.236543,109.562401,-83.646047,34.816396,0.007,1,77.9783,Na2O2(b),tpis82,"Beta. Gurvich,1982 pt1 p323 pt2 p363."
Na2O2,Na2O2,Other technologically relevant materials,a,785,948,112.999356,0,0,0,0,1,77.9783,Na2O2(a),tpis82,"Alpha. Gurvich,1982 pt1 p323 pt2 p363."
Na2O2,Na2O2,Other technologically relevant materials,L,948,6000,133.999236,0,0,0,0,1,77.9783,Na2O2(L),tpis82,"Liquid. Gurvich,1982 pt1 p323 pt2 p363."
Na2S,Na2S,Other technologically relevant materials,cr,298.15,700,78.844644,12.472497,3.981682,-2.440137,0.063,0.99996,78.0445,Na2S(cr),j,"Below lambda trans. Chase,1998 pp1667-9."
Na2S,Na2S,Other technologically relevant materials,cr,700,1276,-1039.991689,3996.472955,-4685.918738,1822.526236,2.405,0.99843,78.0445,Na2S(cr),j,"Below lambda trans. Chase,1998 pp1667-9."
Na2S,Na2S,Other technologically relevant materials,cr,1276,1445,22998.465021,-44963.619186,29370.33847,-6369.559682,0.045,1,78.0445,Na2S(cr),j,"Above lambda trans. Chase,1998 pp1667-9."
Na2S,Na2S,Other technologically relevant materials,L,1445,6000,92.047475,0,0,0,0,1,78.0445,Na2S(L),j,"Chase,1998 pp1667-9."
Na2SO3,Na2SO3,Other technologically relevant materials,cr,298.15,1184,107.272665,43.513835,0,0,0,1,126.0427,Na2SO3(cr),bar,"Crystal. Barin,1989 pt2 p1002."
Na2SO3,Na2SO3,Other technologically relevant materials,L,1184,6000,182.002963,0,0,0,0,1,126.0427,Na2SO3(L),bar,"Liquid. Barin,1989 pt2 p1002."
Na2SO4,Na2SO4,Other technologically relevant materials,V,200,458,32.244624,485.691985,-678.149424,426.470449,0.151,0.99999,142.0421,Na2SO4(V),tpis82,"Rhombic. Gurvich,1982 pt1 p346 pt2 p384."
Na2SO4,Na2SO4,Other technologically relevant materials,IV,458,514,57.417037,321.888897,-327.078391,179.495895,0,1,142.0421,Na2SO4(IV),tpis82,"Rhombic. Gurvich,1982 pt1 p346 pt2 p384."
Na2SO4,Na2SO4,Other technologically relevant materials,I,514,1157,208.116814,-131.470251,132.352246,0,0,1,142.0421,Na2SO4(I),tpis82,"Hexagonal. Gurvich,1982 pt1 p346 pt2 p384."
Na2SO4,Na2SO4,Other technologically relevant materials,L,1157,6000,203.998837,0,0,0,0,1,142.0421,Na2SO4(L),tpis82,"Liquid. Gurvich,1982 pt1 p346 pt2 p384."
Na3ALF6,Na3ALF6,Other technologically relevant materials,a,200,500,-25.260043,1617.373161,-3574.007227,2882.198652,0.395,0.99936,209.9413,Na3ALF6(a),tpis82,"Monoclinic. Gurvich,1982 pt1 p361 pt2 p394."
Na3ALF6,Na3ALF6,Other technologically relevant materials,a,500,838,164.149599,209.646052,-98.369148,39.334544,0.006,1,209.9413,Na3ALF6(a),tpis82,"Monoclinic. Gurvich,1982 pt1 p361 pt2 p394."
Na3ALF6,Na3ALF6,Other technologically relevant materials,b,838,1286,218.194757,66.357622,0,0,0,1,209.9413,Na3ALF6(b),tpis82,"Cubic. Gurvich,1982 pt1 p361 pt2 p394."
Na3ALF6,Na3ALF6,Other technologically relevant materials,L,1286,6000,390.997772,0,0,0,0,1,209.9413,Na3ALF6(L),tpis82,"Liquid. Gurvich,1982 pt1 p361 pt2 p394."
Na5AL3F14,Na5AL3F14,Other technologically relevant materials,cr,200,500,21.645466,2590.70736,-4786.87612,3243.714233,0.91,0.9998,461.8711,Na5AL3F14(cr),tpis82,"Tetragonal. Gurvich,1982 pt1 p362 pt2 p395."
Na5AL3F14,Na5AL3F14,Other technologically relevant materials,cr,500,1010,362.145256,494.81838,-408.765205,145.206266,0.054,0.99998,461.8711,Na5AL3F14(cr),tpis82,"Tetragonal. Gurvich,1982 pt1 p362 pt2 p395."
Na5AL3F14,Na5AL3F14,Other technologically relevant materials,L,1010,6000,973.994449,0,0,0,0,1,461.8711,Na5AL3F14(L),tpis82,"Liquid. Gurvich,1982 pt1 p362 pt2 p395."
Niobium,Nb,Metals and alloys,cr,200,1000,20.17901,21.023891,-24.742825,11.652726,1.717,0.99547,92.9064,Nb(cr),j12/73,"Crystal. Ref-Elm. Chase,1998 pp1675-8."
Niobium,Nb,Metals and alloys,cr,1000,2000,23.219081,7.656471,-4.414637,1.57449,0.131,0.99986,92.9064,Nb(cr),j12/73,"Crystal. Ref-Elm. Chase,1998 pp1675-8."
Niobium,Nb,Metals and alloys,cr,2000,2750,-99.831878,173.10246,-77.900183,12.325625,0.157,0.99998,92.9064,Nb(cr),j12/73,"Crystal. Ref-Elm. Chase,1998 pp1675-8."
Niobium,Nb,Metals and alloys,L,2750,6000,33.471809,0,0,0,0,1,92.9064,Nb(L),j12/73,"Liquid. Ref-Elm. Chase,1998 pp1675-8."
NbO,NbO,Ceramics,cr,298.15,2217,35.825924,23.016894,-8.906971,1.955771,2.313,0.99904,108.9058,NbO(cr),tpis82,"Cubic. Gurvich,1982 pt1 p75 pt2 p77."
