Material Name,Symbol,Category,Phase,t_min (K),t_max (K),A,B,C,D,Max Fit Error (%),R²,Molecular Weight (g/mol),NASA Species (ref),Reference Code,Source / Notes
Si3N4,Si3N4,Refractories,cr,1223.61,2149.07,89.583989,89.054611,-26.319354,3.186833,0.004,1,140.2833,Si3N4(cr),tpis91,"Hexagonal. Gurvich,1991 pt1 p297 pt2 p262."
Si3N4,Si3N4,Refractories,cr,2149.07,4000,96.027798,79.651861,-21.686095,2.417391,0.002,1,140.2833,Si3N4(cr),tpis91,"Hexagonal. Gurvich,1991 pt1 p297 pt2 p262."
Tin,Sn,Metals and alloys,cr,200,505.12,22.043428,20.873429,-23.107361,34.53339,0.275,0.99981,118.71,Sn(cr),tpis91,"CrI,tetragonal. Ref-Elm. Gurvich,1991 pt1 p350 pt2 p300."
Tin,Sn,Metals and alloys,L,505.12,4700,29.252131,-2.11406,1.251022,-0.15085,3.164,0.97726,118.71,Sn(L),tpis91,"Liquid. Ref-Elm. Gurvich,1991 pt1 p350 pt2 p300."
SnBr2,SnBr2,Other technologically relevant materials,cr,100,298.15,40.890152,369.217364,-1356.857884,1841.293905,0.572,0.99918,278.518,SnBr2(cr),tpis91,"Rhombic. Gurvich,1991 pt1 p379 pt2 p322."
SnBr2,SnBr2,Other technologically relevant materials,cr,298.15,503.4,125.022239,-360.796564,863.29298,-576.285078,0.065,0.99997,278.518,SnBr2(cr),tpis91,"Rhombic. Gurvich,1991 pt1 p379 pt2 p322."
SnBr2,SnBr2,Other technologically relevant materials,L,503.4,860,173.045861,-181.725783,182.090934,-71.472194,0.029,0.99999,278.518,SnBr2(L),tpis91,"Liquid. Gurvich,1991 pt1 p379 pt2 p322."
SnBr2,SnBr2,Other technologically relevant materials,L,860,6000,105.999396,0,0,0,0,1,278.518,SnBr2(L),tpis91,"Liquid. Gurvich,1991 pt1 p379 pt2 p322."
SnBr4,SnBr4,Other technologically relevant materials,cr,200,302.25,-2304.965663,28467.938549,-109346.104157,138509.265339,0.95,0.99412,438.326,SnBr4(cr),tpis91,"Monoclinic. Gurvich,1991 pt1 p382 pt2 p325."
SnBr4,SnBr4,Other technologically relevant materials,L,302.25,470,220.864517,-352.685497,683.632964,-473.231851,0.012,0.99999,438.326,SnBr4(L),tpis91,"Liquid. Gurvich,1991 pt1 p382 pt2 p325."
SnBr4,SnBr4,Other technologically relevant materials,L,470,6000,156.999105,0,0,0,0,1,438.326,SnBr4(L),tpis91,"Liquid. Gurvich,1991 pt1 p382 pt2 p325."
SnCL2,SnCL2,Other technologically relevant materials,cr,200,520.2,63.184313,46.245234,15.534808,-10.119742,0.308,0.99991,189.616,SnCL2(cr),tpis91,"Rhombic. Gurvich,1991 pt1 p372 pt2 p316."
SnCL2,SnCL2,Other technologically relevant materials,L,520.2,6000,109.999373,0,0,0,0,1,189.616,SnCL2(L),tpis91,"Liquid. Gurvich,1991 pt1 p372 pt2 p316."
SnCL4,SnCL4,Other technologically relevant materials,L,239.05,350,171.199024,-46.286736,0,0,0,1,260.522,SnCL4(L),tpis91,"Liquid. Gurvich,1991 pt1 p375 pt2 p319."
SnCL4,SnCL4,Other technologically relevant materials,L,350,6000,154.999117,0,0,0,0,1,260.522,SnCL4(L),tpis91,"Liquid. Gurvich,1991 pt1 p375 pt2 p319."
SnF2,SnF2,Other technologically relevant materials,cr,298.15,488.2,54.669688,59.449661,0,0,0,1,156.7068,SnF2(cr),tpis91,"Monoclinic. Gurvich,1991 pt1 p367 pt2 p311."
SnF2,SnF2,Other technologically relevant materials,L,488.2,6000,99.99943,0,0,0,0,1,156.7068,SnF2(L),tpis91,"Liquid. Gurvich,1991 pt1 p367 pt2 p311."
SnI2,SnI2,Other technologically relevant materials,cr,200,595.7,45.049191,253.539141,-660.183131,610.187158,0.444,0.99872,372.5189,SnI2(cr),tpis91,"Monoclinic. Gurvich,1991 pt1 p386 pt2 p328."
SnI2,SnI2,Other technologically relevant materials,L,595.7,960,164.983166,-152.010963,142.404541,-48.95231,0.019,0.99999,372.5189,SnI2(L),tpis91,"Liquid. Gurvich,1991 pt1 p386 pt2 p328."
SnI2,SnI2,Other technologically relevant materials,L,960,6000,106.99939,0,0,0,0,1,372.5189,SnI2(L),tpis91,"Liquid. Gurvich,1991 pt1 p386 pt2 p328."
SnI4,SnI4,Other technologically relevant materials,cr,200,418,38.740649,832.807769,-2630.719704,2953.142068,0.322,0.99962,626.3279,SnI4(cr),tpis91,"Cubic. Gurvich,1991 pt1 p389 pt2 p331"
SnI4,SnI4,Other technologically relevant materials,L,418,580,283.356113,-484.167462,657.134395,-351.627808,0.005,1,626.3279,SnI4(L),tpis91,"Liquid. Gurvich,1991 pt1 p389 pt2 p331"
SnI4,SnI4,Other technologically relevant materials,L,580,6000,154.999117,0,0,0,0,1,626.3279,SnI4(L),tpis91,"Liquid. Gurvich,1991 pt1 p389 pt2 p331"
SnO,SnO,Ceramics,cr,100,298.15,0.605249,275.016268,-391.689512,0,0,1,134.7094,SnO(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p356 pt2 p306."
SnO,SnO,Ceramics,cr,298.15,1250,43.739751,13.559923,0,0,0,1,134.7094,SnO(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p356 pt2 p306."
SnO,SnO,Ceramics,L,1250,6000,62.999641,0,0,0,0,1,134.7094,SnO(L),tpis91,"Liquid. Gurvich,1991 pt1 p356 pt2 p306."
SnO2,SnO2,Other technologically relevant materials,cr,100,298.15,-9.79151,330.098124,-398.32586,0,0,1,150.7088,SnO2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p361 pt2 p308."
SnO2,SnO2,Other technologically relevant materials,cr,298.15,1100.58,4.529549,239.861234,-267.218643,103.713916,3.42,0.996,150.7088,SnO2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p361 pt2 p308."
SnO2,SnO2,Other technologically relevant materials,cr,1100.58,1903,65.32357,21.996538,-7.4116,1.32072,0.009,1,150.7088,SnO2(cr),tpis91,"Tetragonal. Gurvich,1991 pt1 p361 pt2 p308."
SnO2,SnO2,Other technologically relevant materials,L,1903,6000,91.999476,0,0,0,0,1,150.7088,SnO2(L),tpis91,"Liquid. Gurvich,1991 pt1 p361 pt2 p308."
SnS,SnS,Other technologically relevant materials,cr,100,298.15,1.560417,491.835434,-1864.787082,2530.56796,1.515,0.99878,150.775,SnS(cr),tpis91,"Rhombic. Gurvich,1991 pt1 p392 pt2 p333."
SnS,SnS,Other technologically relevant materials,cr,298.15,875,47.611353,-7.941644,50.667686,-23.327484,0.234,0.99995,150.775,SnS(cr),tpis91,"Rhombic. Gurvich,1991 pt1 p392 pt2 p333."
SnS,SnS,Other technologically relevant materials,cr,875,1154,40.919767,15.649911,0,0,0,1,150.775,SnS(cr),tpis91,"Cubic. Gurvich,1991 pt1 p392 pt2 p333."
SnS,SnS,Other technologically relevant materials,L,1154,6000,74.899573,0,0,0,0,1,150.775,SnS(L),tpis91,"Liquid. Gurvich,1991 pt1 p392 pt2 p333."
SnS2,SnS2,Other technologically relevant materials,cr,100,298.15,-26.804655,959.841663,-3566.317859,4839.592571,2.644,0.99906,182.84,SnS2(cr),tpis91,"Hexagonal. Gurvich,1991 pt1 p396 pt2 p335."
SnS2,SnS2,Other technologically relevant materials,cr,298.15,1143,65.941199,10.828851,10.955164,-4.130434,0.126,0.99998,182.84,SnS2(cr),tpis91,"Hexagonal. Gurvich,1991 pt1 p396 pt2 p335."
Strontium,Sr,Metals and alloys,a,100,298.15,17.647134,87.274262,-322.246073,445.682604,0.018,1,87.62,Sr(a),srd,"Alpha. Ref-Elm. Alcock,1993."
Strontium,Sr,Metals and alloys,a,298.15,820,22.682431,17.753915,-14.558391,5.995162,0.04,0.99998,87.62,Sr(a),srd,"Alpha. Ref-Elm. Alcock,1993."
Strontium,Sr,Metals and alloys,b,820,1041,26.525849,4.021977,0,0,0,1,87.62,Sr(b),srd,"Beta. Ref-Elm. Alcock,1993."
Strontium,Sr,Metals and alloys,L,1041,6000,36.999789,0,0,0,0,1,87.62,Sr(L),srd,"Liquid. Ref-Elm. Alcock,1993."
SrBr2,SrBr2,Other technologically relevant materials,a,200,918,68.469506,30.820535,-16.296364,8.521458,0.536,0.99977,247.428,SrBr2(a),tpis96,"Alpha,tetragonal. Gurvich,1996a pt1 p523 pt2 p403."
SrBr2,SrBr2,Other technologically relevant materials,b,918,930,99.99943,0,0,0,0,1,247.428,SrBr2(b),tpis96,"Beta. Gurvich,1996a pt1 p523 pt2 p403."
SrBr2,SrBr2,Other technologically relevant materials,L,930,6000,99.99943,0,0,0,0,1,247.428,SrBr2(L),tpis96,"Liquid. Gurvich,1996a pt1 p523 pt2 p403."
SrCO3,SrCO3,Other technologically relevant materials,a,200,500,91.68215,-371.936474,1686.914505,-1806.461723,2.105,0.99413,147.6289,SrCO3(a),tpis96,"Alpha,rhombic. Gurvich,1996a pt1 p532 pt2 p411."
SrCO3,SrCO3,Other technologically relevant materials,a,500,1198,84.75628,57.042342,-64.957471,48.855334,0.313,0.99994,147.6289,SrCO3(a),tpis96,"Alpha,rhombic. Gurvich,1996a pt1 p532 pt2 p411."
SrCO3,SrCO3,Other technologically relevant materials,b,1198,1689,145.999168,0,0,0,0,1,147.6289,SrCO3(b),tpis96,"Beta,rhombic. Gurvich,1996a pt1 p532 pt2 p411."
SrCO3,SrCO3,Other technologically relevant materials,c,1689,1767,145.999168,0,0,0,0,1,147.6289,SrCO3(c),tpis96,"Gamma,cubic. Gurvich,1996a pt1 p532 pt2 p411."
SrCO3,SrCO3,Other technologically relevant materials,L,1767,6000,164.99906,0,0,0,0,1,147.6289,SrCO3(L),tpis96,"Liquid. Gurvich,1996a pt1 p532 pt2 p411."
SrCL2,SrCL2,Other technologically relevant materials,a,200,700,53.38686,114.408352,-155.785514,79.04779,0.199,0.99956,158.526,SrCL2(a),tpis96,"Alpha,cubic. Gurvich,1996a pt1 p518 pt2 p400."
SrCL2,SrCL2,Other technologically relevant materials,a,700,845,13645.901334,-52773.66324,68157.634662,-29209.212684,1.635,0.9941,158.526,SrCL2(a),tpis96,"Alpha,cubic. Gurvich,1996a pt1 p518 pt2 p400."
SrCL2,SrCL2,Other technologically relevant materials,a,845,990,-32247.990569,112031.372015,-129376.542818,49813.954461,0.502,0.99996,158.526,SrCL2(a),tpis96,"Alpha,cubic. Gurvich,1996a pt1 p518 pt2 p400."
SrCL2,SrCL2,Other technologically relevant materials,b,900,1147,16300.34014,-38952.281528,30889.181734,-8053.713626,0.42,1,158.526,SrCL2(b),tpis96,"Beta,cubic. Gurvich,1996a pt1 p518 pt2 p400."
SrCL2,SrCL2,Other technologically relevant materials,L,1147,6000,84.905936,14.498569,-3.365288,0.257785,1.51,0.97772,158.526,SrCL2(L),tpis96,"Liquid. Gurvich,1996a pt1 p518 pt2 p400."
SrF2,SrF2,Other technologically relevant materials,a,200,800,36.827795,172.64944,-249.351374,133.699232,1.335,0.99851,125.6168,SrF2(a),tpis96,"Alpha,cubic. Gurvich,1996a pt1 p513 pt2 p396."
SrF2,SrF2,Other technologically relevant materials,a,800,1484,-120.739839,752.518051,-908.446809,360.414652,1.198,0.99985,125.6168,SrF2(a),tpis96,"Alpha,cubic. Gurvich,1996a pt1 p513 pt2 p396."
SrF2,SrF2,Other technologically relevant materials,b,1484,1750,68272.483757,-126001.172744,77632.24955,-15938.149846,0.767,0.99933,125.6168,SrF2(b),tpis96,"Beta,cubic. Gurvich,1996a pt1 p513 pt2 p396."
SrF2,SrF2,Other technologically relevant materials,L,1750,6000,98.999436,0,0,0,0,1,125.6168,SrF2(L),tpis96,"Liquid. Gurvich,1996a pt1 p515 pt2 p396."
SrH2,SrH2,Other technologically relevant materials,a,298,1128,34.300805,32.529815,0,0,0,1,89.6359,SrH2(a),tpis96,"Alpha,rhombic. Gurvich,1996a pt1 p501 pt2 p389."
SrH2,SrH2,Other technologically relevant materials,b,1128,1323,70.999595,0,0,0,0,1,89.6359,SrH2(b),tpis96,"Beta. Gurvich,1996a pt1 p501 pt2 p389."
SrH2,SrH2,Other technologically relevant materials,L,1323,6000,74.999573,0,0,0,0,1,89.6359,SrH2(L),tpis96,"Liquid. Gurvich,1996a pt1 p501 pt2 p389."
SrI2,SrI2,Other technologically relevant materials,cr,200,811,69.427049,25.395318,11.692198,-11.332981,0.437,0.99879,341.4289,SrI2(cr),tpis96,"Rhombic. Gurvich,1996a pt1 p527 pt2 p406."
SrI2,SrI2,Other technologically relevant materials,L,811,6000,109.999373,0,0,0,0,1,341.4289,SrI2(L),tpis96,"Liquid. Gurvich,1996a pt1 p527 pt2 p406."
SrO,SrO,Other technologically relevant materials,cr,200,500,21.265932,141.384254,-255.744687,174.122484,0.808,0.99945,103.6194,SrO(cr),tpis96,"Cubic. Gurvich,1996a pt1 p494 pt2 p383."
SrO,SrO,Other technologically relevant materials,cr,500,1800,38.663754,35.063136,-29.849656,8.615659,0.157,0.9997,103.6194,SrO(cr),tpis96,"Cubic. Gurvich,1996a pt1 p494 pt2 p383."
SrO,SrO,Other technologically relevant materials,cr,1800,2805,-5.154143,137.277051,-97.473455,22.177057,0.345,0.99998,103.6194,SrO(cr),tpis96,"Cubic. Gurvich,1996a pt1 p494 pt2 p383."
SrO,SrO,Other technologically relevant materials,L,2805,6000,83.999521,0,0,0,0,1,103.6194,SrO(L),tpis96,"Liquid. Gurvich,1996a pt1 p494 pt2 p383."
Sr(OH)2,Sr(OH)2,Other technologically relevant materials,b,200,753,17.874182,355.03002,-471.147921,262.176283,0.875,0.9997,121.6347,Sr(OH)2(b),tpis96,"Beta,tetragonal. Gurvich,1996a pt1 p505 pt2 p392."
Sr(OH)2,Sr(OH)2,Other technologically relevant materials,a,753,808,129.999259,0,0,0,0,1,121.6347,Sr(OH)2(a),tpis96,"Alpha. Gurvich,1996a pt1 p505 pt2 p392."
Sr(OH)2,Sr(OH)2,Other technologically relevant materials,L,808,6000,152.999128,0,0,0,0,1,121.6347,Sr(OH)2(L),tpis96,"Liquid. Gurvich,1996a pt1 p505 pt2 p392."
SrS,SrS,Other technologically relevant materials,cr,200,500,19.568352,208.649238,-493.139873,404.197082,0.297,0.99777,119.685,SrS(cr),tpis96,"Cubic. Gurvich,1996a pt1 p528 pt2 p408."
SrS,SrS,Other technologically relevant materials,cr,500,2500,46.649756,9.159692,-0.778547,0.141918,0.105,0.99999,119.685,SrS(cr),tpis96,"Cubic. Gurvich,1996a pt1 p528 pt2 p408."
SrS,SrS,Other technologically relevant materials,L,2500,6000,66.999618,0,0,0,0,1,119.685,SrS(L),tpis96,"Liquid. Gurvich,1996a pt1 p528 pt2 p408."
SrS04,SrS04,Other technologically relevant materials,a,298.15,1430,56.435795,200.292436,-139.88662,44.220485,2.834,0.99909,183.6826,SrS04(a),tpis96,"Alpha,Rhombic. Gurvich,1996a pt1 p531 pt2 p410."
SrS04,SrS04,Other technologically relevant materials,b,1430,1880,169.999031,0,0,0,0,1,183.6826,SrS04(b),tpis96,"Beta,hexagonal. Gurvich,1996a pt1 p531 pt2 p410."
SrS04,SrS04,Other technologically relevant materials,L,1880,6000,169.999031,0,0,0,0,1,183.6826,SrS04(L),tpis96,"Liquid. Gurvich,1996a pt1 p531 pt2 p410."
Tantalum,Ta,Metals and alloys,cr,200,1000,22.12038,13.341848,-11.469397,3.901793,1.162,0.99637,180.9479,Ta(cr),j12/72,"Crystal. Ref-Elm. Chase,1998 pp1899-1901."
Tantalum,Ta,Metals and alloys,cr,1000,2000,4.67019,47.485308,-31.585273,7.251568,0.412,0.99673,180.9479,Ta(cr),j12/72,"Crystal. Ref-Elm. Chase,1998 pp1899-1901."
Tantalum,Ta,Metals and alloys,cr,2000,3258,-6.674987,45.972426,-20.183562,3.33168,0.001,1,180.9479,Ta(cr),j12/72,"Crystal. Ref-Elm. Chase,1998 pp1899-1901."
Tantalum,Ta,Metals and alloys,L,3258,6000,41.839762,0,0,0,0,1,180.9479,Ta(L),j12/72,"Liquid. Ref-Elm. Chase,1998 pp1899-1901."
TaC,TaC,Refractories,cr,200,800,4.275829,167.090712,-229.933016,114.292332,0.751,0.99975,192.9586,TaC(cr),j12/73,"Chase,1998 pp652-4."
TaC,TaC,Refractories,cr,800,4273,41.709581,10.070987,-0.862101,0.093368,0.387,0.99997,192.9586,TaC(cr),j12/73,"Chase,1998 pp652-4."
TaC,TaC,Refractories,L,4273,6000,66.943619,0,0,0,0,1,192.9586,TaC(L),j12/73,"Chase,1998 pp652-4."
Ta2O5,Ta2O5,Ceramics,II,200,500,-14.346476,913.046402,-1744.696342,1214.963791,0.46,0.99996,441.8928,Ta2O5(II),tpis82,"Rhombic. Gurvich,1982 pt1 p91 pt2 p92."
Ta2O5,Ta2O5,Ceramics,II,500,1633,122.15109,91.848871,-45.332758,11.505788,0.312,0.99989,441.8928,Ta2O5(II),tpis82,"Rhombic. Gurvich,1982 pt1 p91 pt2 p92."
Ta2O5,Ta2O5,Ceramics,I,1633,2150,209.998803,0,0,0,0,1,441.8928,Ta2O5(I),tpis82,"Monoclinic. Gurvich,1982 pt1 p91 pt2 p92."
Ta2O5,Ta2O5,Ceramics,L,2150,6000,219.998746,0,0,0,0,1,441.8928,Ta2O5(L),tpis82,"Liquid. Gurvich,1982 pt1 p91 pt2 p92."
Thorium,Th,Metals and alloys,a,200,1650,23.637216,8.494169,0.345178,-0.08781,0.35,0.99999,232.0381,Th(a),coda89,"Alpha. Ref-Elm. Cox,1989 p239."
Thorium,Th,Metals and alloys,b,1650,2023,15.186561,12.79282,-0.459023,0.083211,0,1,232.0381,Th(b),coda89,"Beta. Ref-Elm. Cox,1989 p239."
Thorium,Th,Metals and alloys,L,2023,6000,45.999738,0,0,0,0,1,232.0381,Th(L),coda89,"Liquid. Ref-Elm. Cox,1989 p239."
Titanium,Ti,Metals and alloys,a,200,900,17.27585,34.984084,-38.201244,18.544901,2.647,0.99467,47.867,Ti(a),coda89,"Alpha. Ref-Elm. Cox,1989 p230."
Titanium,Ti,Metals and alloys,a,900,1156,149.935207,-189.138125,-13.685555,85.571529,0.021,1,47.867,Ti(a),coda89,"Alpha. Ref-Elm. Cox,1989 p230."
Titanium,Ti,Metals and alloys,b,1156,1944,16.871371,5.955336,3.14737,0.009045,0.003,1,47.867,Ti(b),coda89,"Beta. Ref-Elm. Cox,1989 p230."
Titanium,Ti,Metals and alloys,L,1944,6000,46.799733,0,0,0,0,1,47.867,Ti(L),coda89,"Liquid. Ref-Elm. Cox,1989 p230."
TiB,TiB,Ceramics,cr,298.15,1100,-20.030163,245.0643,-282.912742,109.482534,3.759,0.99602,58.678,TiB(cr),j,"Crystal. Chase,1998. p258."
TiB,TiB,Ceramics,cr,1100,4000,50.696767,1.33754,0.005832,-0.00107,0.042,0.99999,58.678,TiB(cr),j,"Crystal. Chase,1998. p258."
TiB2,TiB2,Refractories,cr,200,725,-27.624041,372.469844,-521.822657,268.385244,0.376,0.99993,69.489,TiB2(cr),j,"Crystal. Chase,1998 pp276-8."
TiB2,TiB2,Refractories,cr,725,1250,39.564951,61.757397,-33.675472,9.277055,0.034,1,69.489,TiB2(cr),j,"Crystal. Chase,1998 pp276-8."
TiB2,TiB2,Refractories,cr,1250,2300,42.751741,43.189688,-10.395553,0.871842,0.057,0.99998,69.489,TiB2(cr),j,"Crystal. Chase,1998 pp276-8."
TiB2,TiB2,Refractories,cr,2300,3193,81.700045,4.749058,1.345766,-0.16614,0.037,0.99997,69.489,TiB2(cr),j,"Crystal. Chase,1998 pp276-8."
TiB2,TiB2,Refractories,L,3193,6000,108.78338,0,0,0,0,1,69.489,TiB2(L),j,"Liquid. Chase,1998 pp276-8."
TiC,TiC,Refractories,cr,200,1000,-7.067618,198.648324,-237.002806,96.954226,2.894,0.99968,59.8777,TiC(cr),j,"Chase,1998 p655-7"
TiC,TiC,Refractories,cr,1000,3290,48.146437,-0.374177,3.796023,-0.42271,0.061,0.99999,59.8777,TiC(cr),j,"Chase,1998 p655-7"
TiC,TiC,Refractories,L,3290,6000,62.759642,0,0,0,0,1,59.8777,TiC(L),j,"Chase,1998 p655-7"
TiCL2,TiCL2,Other technologically relevant materials,cr,200,800,38.915315,159.850022,-231.848493,124.892609,1.842,0.99618,118.773,TiCL2(cr),j12/68,"Chase,1998 p865."
TiCL2,TiCL2,Other technologically relevant materials,cr,800,2000,67.104288,18.667155,0.200056,-0.049082,0.035,1,118.773,TiCL2(cr),j12/68,"Chase,1998 p865."
TiCL3,TiCL3,Other technologically relevant materials,cr,298.15,1500,90.851883,24.730723,-12.64838,3.800591,0.092,0.99988,154.226,TiCL3(cr),j12/68,"Chase,1998 p886."
TiCL4,TiCL4,Other technologically relevant materials,L,249.05,700,142.67302,7.877567,3.227227,-2.679418,0.08,0.99963,189.679,TiCL4(L),j12/67,"Chase,1998 p904."
TiCL4,TiCL4,Other technologically relevant materials,L,700,2000,142.531098,9.088804,0,0,0,1,189.679,TiCL4(L),j12/67,"Chase,1998 p904."
TiN,TiN,Refractories,cr,200,800,-8.637665,241.760722,-346.023502,171.022083,0.526,0.99975,61.8737,TiN(cr),j,"Chase,1998 pp1612-4."
TiN,TiN,Refractories,cr,800,3220,45.650149,5.008898,1.669214,-0.197552,0.03,1,61.8737,TiN(cr),j,"Chase,1998 pp1612-4."
TiN,TiN,Refractories,L,3220,6000,62.759642,0,0,0,0,1,61.8737,TiN(L),j,"Chase,1998 pp1612-4."
TiO,TiO,Ceramics,a,200,500,12.867867,79.314114,120.675007,-270.195461,2.368,0.99768,63.8664,TiO(a),tpis82,"Alpha,monoclinic. Gurvich,1982 pt1 p98 pt2 p99."
TiO,TiO,Ceramics,a,500,1265,40.636053,27.031073,-28.164063,18.249639,0.349,0.9999,63.8664,TiO(a),tpis82,"Alpha,monoclinic. Gurvich,1982 pt1 p98 pt2 p99."
TiO,TiO,Ceramics,b,1265,1810,46.223548,18.811918,-3.294396,0.572267,0.001,1,63.8664,TiO(b),tpis82,"Beta,cubic. Gurvich,1982 pt1 p98 pt2 p99."
TiO,TiO,Ceramics,c,1810,2030,52.896426,6.766488,1.919763,-0.266676,0,1,63.8664,TiO(c),tpis82,"Gamma,cubic. Gurvich,1982 pt1 p98 pt2 p99."
TiO,TiO,Ceramics,L,2030,6000,69.999601,0,0,0,0,1,63.8664,TiO(L),tpis82,"Liquid. Gurvich,1982 pt1 p98 pt2 p99."
TiO2,TiO2,Refractories,cr,200,275,1068.581872,-12537.677272,50650.329828,-67271.995594,0.824,0.99636,79.8658,TiO2(cr),tpis82,"Rutile,tetragonal. Gurvich,1982 pt1 p105 pt2 p105."
TiO2,TiO2,Refractories,cr,275,350,-131.636523,1481.0817,-3963.817247,3678.310912,0.006,1,79.8658,TiO2(cr),tpis82,"Rutile,tetragonal. Gurvich,1982 pt1 p105 pt2 p105."
TiO2,TiO2,Refractories,cr,350,500,-0.036822,316.772612,-542.382811,337.075327,0.121,0.99982,79.8658,TiO2(cr),tpis82,"Rutile,tetragonal. Gurvich,1982 pt1 p105 pt2 p105."
TiO2,TiO2,Refractories,cr,500,2185,53.048773,29.526465,-10.762394,2.184779,0.658,0.99976,79.8658,TiO2(cr),tpis82,"Rutile,tetragonal. Gurvich,1982 pt1 p105 pt2 p105."
TiO2,TiO2,Refractories,L,2185,6000,99.99943,0,0,0,0,1,79.8658,TiO2(L),tpis82,"Liquid. Gurvich,1982 pt1 p105 pt2 p105."
Ti2O3,Ti2O3,Ceramics,I,200,400,-33.36425,838.391734,-1990.103574,2127.758861,1.388,0.99959,143.7322,Ti2O3(I),tpis82,"Hexagonal. Gurvich,1982 pt1 p109 pt2 p108."
Ti2O3,Ti2O3,Ceramics,I,400,464,473.308303,-2127.290877,3105.295304,0,0,1,143.7322,Ti2O3(I),tpis82,"Hexagonal. Gurvich,1982 pt1 p109 pt2 p108."
Ti2O3,Ti2O3,Ceramics,I',464,580,772.264599,-2268.362073,2020.746484,0,0,1,143.7322,Ti2O3(I'),tpis82,"Hexagonal. Gurvich,1982 pt1 p109 pt2 p108."
Ti2O3,Ti2O3,Ceramics,I',580,2110,136.866665,-17.692394,30.475222,-6.148238,0.539,0.99979,143.7322,Ti2O3(I'),tpis82,"Hexagonal. Gurvich,1982 pt1 p109 pt2 p108."
Ti2O3,Ti2O3,Ceramics,L,2110,6000,169.999031,0,0,0,0,1,143.7322,Ti2O3(L),tpis82,"Liquid. Gurvich,1982 pt1 p109 pt2 p108."
Ti3O5,Ti3O5,Ceramics,a,200,298.15,35.879438,385.543191,0,0,0,1,223.598,Ti3O5(a),tpis82,"Alpha,monoclinic. Gurvich,1982 pt1 p111 pt2 p110."
Ti3O5,Ti3O5,Ceramics,a,298.15,448,-5197.277433,43873.039091,-118978.382668,107401.882253,1.842,0.99653,223.598,Ti3O5(a),tpis82,"Alpha,monoclinic. Gurvich,1982 pt1 p111 pt2 p110."
Ti3O5,Ti3O5,Ceramics,b,448,2050,167.963043,42.609757,0,0,0,1,223.598,Ti3O5(b),tpis82,"Beta,rhombic. Gurvich,1982 pt1 p111 pt2 p110."
Ti3O5,Ti3O5,Ceramics,L,2050,6000,259.998518,0,0,0,0,1,223.598,Ti3O5(L),tpis82,"Liquid. Gurvich,1982 pt1 p111 pt2 p110."
Ti4O7,Ti4O7,Ceramics,cr,200,500,-81.431148,1897.93838,-3844.129211,2789.231787,0.218,0.99993,303.4638,Ti4O7(cr),tpis82,"Triclinic. Gurvich,1982 pt1 p112 pt2 p111."
Ti4O7,Ti4O7,Ceramics,cr,500,1960,204.149675,126.603657,-51.637604,11.411552,0.507,0.99982,303.4638,Ti4O7(cr),tpis82,"Triclinic. Gurvich,1982 pt1 p112 pt2 p111."
Ti4O7,Ti4O7,Ceramics,L,1960,6000,361.997937,0,0,0,0,1,303.4638,Ti4O7(L),tpis82,"Liquid. Gurvich,1982 pt1 p112 pt2 p111."
Uranium,U,Metals and alloys,a,200,942,22.776241,15.137692,0.038092,13.027335,0.289,0.99998,238.0289,U(a),coda89,"Alpha. Ref-Elm. Cox,1989 p234."
Uranium,U,Metals and alloys,b,942,1049,42.399758,0,0,0,0,1,238.0289,U(b),coda89,"Beta. Ref-Elm. Cox,1989 p234."
Uranium,U,Metals and alloys,c,1049,1408,38.299782,0,0,0,0,1,238.0289,U(c),coda89,"Gamma. Ref-Elm. Cox,1989 p234."
Uranium,U,Metals and alloys,L,1408,4000,45.953784,0.161421,0.892872,-0.089125,0.076,0.99998,238.0289,U(L),coda89,"Liquid. Ref-Elm. Cox,1989 p234."
UF3,UF3,Other technologically relevant materials,cr,298.15,1768,84.779204,52.93952,-42.417536,11.27446,2.094,0.97367,295.0241,UF3(cr),tpis82,"Hexagonal. Gurvich,1982 pt1 p209 pt2 p236."
UF3,UF3,Other technologically relevant materials,L,1768,6000,133.999236,0,0,0,0,1,295.0241,UF3(L),tpis82,"Liquid. Gurvich,1982 pt1 p209 pt2 p236."
UF4,UF4,Other technologically relevant materials,cr,200,500,36.202011,516.037702,-1058.593162,758.102248,0.283,0.99991,314.0225,UF4(cr),tpis82,"Monoclinic. Gurvich,1982 pt1 p212 pt2 p243."
UF4,UF4,Other technologically relevant materials,cr,500,1309,116.811379,20.437091,-17.367749,13.512294,0.127,0.99994,314.0225,UF4(cr),tpis82,"Monoclinic. Gurvich,1982 pt1 p212 pt2 p243."
UF4,UF4,Other technologically relevant materials,L,1309,6000,166.999048,0,0,0,0,1,314.0225,UF4(L),tpis82,"Liquid. Gurvich,1982 pt1 p212 pt2 p243."
UF5,UF5,Other technologically relevant materials,b,298.15,398,108.89463,124.320702,-203.604657,156.142377,0.001,1,333.0209,UF5(b),tpis82,"Beta,tetragonal. Gurvich,1982 pt1 p217 pt2 p250."
